file_name,instruction,rewritten_query,处理好的url
web_2595ae32-9df7-4198-a48e-6c291a1fb01c.png,view previous images,右侧缩略图，展示了产品包装袋的尺寸和在人体上的大致比例。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\191_web_2595ae32-9df7-4198-a48e-6c291a1fb01c.png
web_a4d22512-1c68-4fda-9b49-d207326365ce.png,print the page,关闭按钮，位于页面右侧，用于关闭当前商品详情页面。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\193_web_a4d22512-1c68-4fda-9b49-d207326365ce.png
web_844d70be-3743-409c-abf0-a148975fdbc8.png,adjusting the display layout of items,商品列表右上方，有一个向上箭头的按钮，用于按商品位置排序。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\195_web_844d70be-3743-409c-abf0-a148975fdbc8.png
web_e891e448-0f8e-4673-9122-405a48cabad3.png,next page,网页底部显示页码的区域，其中第5页被红框标出。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\197_web_e891e448-0f8e-4673-9122-405a48cabad3.png
web_e891e448-0f8e-4673-9122-405a48cabad3.png,page 5,网页底部显示页码的区域，其中第5页被红框标出。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\198_web_e891e448-0f8e-4673-9122-405a48cabad3.png
web_60786716-b5ae-47f4-bd46-c5f9a0e87293.png,enter email address,"页面右侧""New Customers""下方，有蓝色背景的""Create an Account""按钮。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\200_web_60786716-b5ae-47f4-bd46-c5f9a0e87293.png
web_bb6f684d-6060-478d-aceb-d0b77c23a68b.png,reset the password,"页面左上角标有""One Stop Market""字样的Logo，点击它可以回到网站主页。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\202_web_bb6f684d-6060-478d-aceb-d0b77c23a68b.png
web_bb6f684d-6060-478d-aceb-d0b77c23a68b.png,go to onestop market homepage,"页面左上角标有""One Stop Market""字样的Logo，点击它可以回到网站主页。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\203_web_bb6f684d-6060-478d-aceb-d0b77c23a68b.png
web_3acb3026-cbd7-4e41-8fb7-2b8a2e7e4fcb.png,view settings of cocowhip light,"一个齿轮状的按钮，位于购物车的第二个商品So Delicious Dairy Free CocoWhip Light, Vegan, Non-GMO Project Verified, 9 oz. Tub右侧，用于查看该商品的设置。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\205_web_3acb3026-cbd7-4e41-8fb7-2b8a2e7e4fcb.png
web_0c5f692d-4c32-4533-ac2a-d6f8d7c6d7c1.png,add the sandals to cart,这是一个蓝色按钮，上面写着“Add to Cart”，位于售价为47.99美元的Reef Men's Twinpin Prints Sandals的下方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\207_web_0c5f692d-4c32-4533-ac2a-d6f8d7c6d7c1.png
web_f8c6a82c-5e0e-4067-a560-06e9615e65fe.png,choose size 14,这是一个文本框，位于页面右侧商品详情区域，其左侧显示“Qty”，文本框内部显示数字“1”，文本框右侧是“Add to Cart”按钮。您可以通过这个文本框来调整商品的数量。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\208_web_f8c6a82c-5e0e-4067-a560-06e9615e65fe.png
web_96671728-050c-4e62-bdb8-5bd68b603de0.png,enter lowest price,"在""Search Settings""下，一个名为""Product Name""的文本输入框。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\210_web_96671728-050c-4e62-bdb8-5bd68b603de0.png
web_b645cb4e-48f2-4f75-8503-3da18f2e9b79.png,search in the forum,网页顶部的菜单栏中，用户名为MarvelsGrantMan136的账户信息。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\213_web_b645cb4e-48f2-4f75-8503-3da18f2e9b79.png
web_8be1be42-6037-4cba-a78a-065e7a7d77ae.png,check my postbox,页面顶部导航栏中，邮箱图标右边的“+Submit”按钮，点击该按钮可以提交新的帖子。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\215_web_8be1be42-6037-4cba-a78a-065e7a7d77ae.png
web_fd8befe1-4e5b-4de2-9978-db25d2be2173.png,add comment,页面左上角有一个向左的箭头图标和一个文本“/f/books”，共同组成一个返回上一页的链接。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\217_web_fd8befe1-4e5b-4de2-9978-db25d2be2173.png
web_fd8befe1-4e5b-4de2-9978-db25d2be2173.png,back to previous page,页面左上角有一个向左的箭头图标和一个文本“/f/books”，共同组成一个返回上一页的链接。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\218_web_fd8befe1-4e5b-4de2-9978-db25d2be2173.png
web_587b0743-0e7a-4291-811b-4d6fb5510fb3.png,post the comment,这是一个红色的按钮，上面写着“Unsubscribe”，旁边是一个数字1，位于页面右侧“books”区域下方。点击此按钮可以取消订阅此书.,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\219_web_587b0743-0e7a-4291-811b-4d6fb5510fb3.png
web_89d60b8b-3f6d-4160-93d4-1791d4899455.png,unsupport the book,页头导航栏中的“Forums”链接，位于“Postmill”和“Wiki”链接之间，点击此链接可以跳转到论坛页面。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\221_web_89d60b8b-3f6d-4160-93d4-1791d4899455.png
web_d146e5c3-e1ea-446c-ab84-a348fe07a1b8.png,check details of the first book,这是一个按钮，按钮文本为“Hot”，旁边有一个朝下的箭头图标。点击此按钮可以更改帖子列表的排序方式。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\223_web_d146e5c3-e1ea-446c-ab84-a348fe07a1b8.png
web_d146e5c3-e1ea-446c-ab84-a348fe07a1b8.png,check the all comments,这是一个按钮，按钮文本为“Hot”，旁边有一个朝下的箭头图标。点击此按钮可以更改帖子列表的排序方式。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\224_web_d146e5c3-e1ea-446c-ab84-a348fe07a1b8.png
web_843805d1-f33a-400f-bcdd-901a9ae91329.png,sort based on active,在网页内容区域左侧，有三个选项卡，分别是“Submissions”、“Comments”和“Hot”。在“Hot”选项卡下方展开的菜单中，有一个“Most commented”选项，用于按照评论数量对内容进行排序。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\226_web_843805d1-f33a-400f-bcdd-901a9ae91329.png
web_843805d1-f33a-400f-bcdd-901a9ae91329.png,sort based on most commented,在网页内容区域左侧，有三个选项卡，分别是“Submissions”、“Comments”和“Hot”。在“Hot”选项卡下方展开的菜单中，有一个“Most commented”选项，用于按照评论数量对内容进行排序。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\227_web_843805d1-f33a-400f-bcdd-901a9ae91329.png
web_aa8f1636-1c5c-4a79-b8d9-f92956ba78e9.png,support the second book,红框中的元素是一个论坛帖子，标题是“Book lover or not?”，作者是Unusual_Writing_8421，发布于9个月前，目前没有评论。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\228_web_aa8f1636-1c5c-4a79-b8d9-f92956ba78e9.png
web_aa8f1636-1c5c-4a79-b8d9-f92956ba78e9.png,view the information of book lover or not?,红框中的元素是一个论坛帖子，标题是“Book lover or not?”，作者是Unusual_Writing_8421，发布于9个月前，目前没有评论。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\229_web_aa8f1636-1c5c-4a79-b8d9-f92956ba78e9.png
web_ab471260-bba4-4f1a-a34b-2391c3c88674.png,replay the comment with 82 upvotes,"红框中的元素是用于隐藏评论的功能按钮，位于用户名为greyno02的评论的右上角，评论内容以""You didn't get lucky you are normal.""开头。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\232_web_ab471260-bba4-4f1a-a34b-2391c3c88674.png
web_0481a1db-93fd-4d1e-9146-15526e37eacd.png,check the profile of user knittedjedi,这是一个文本框，其中包含对用户knittedjedi的个人资料、阻止用户和发送消息的选项。它出现在评论区，在OGrouchNZ的评论下方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\234_web_0481a1db-93fd-4d1e-9146-15526e37eacd.png
web_5766e094-3b76-4b5f-8399-e47ff5506df2.png,input the forum name,红框圈出的是“Markdown allowed. Formatting help +”文字旁边的“Formatting help +”链接。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\235_web_5766e094-3b76-4b5f-8399-e47ff5506df2.png
web_5766e094-3b76-4b5f-8399-e47ff5506df2.png,input the title,红框圈出的是“Markdown allowed. Formatting help +”文字旁边的“Formatting help +”链接。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\236_web_5766e094-3b76-4b5f-8399-e47ff5506df2.png
web_f9bf7ee5-1966-4261-bf9e-76202c196a55.png,choose tag,网页中被红框圈出的输入框，位于页面顶部，紧跟在“Title*”文本的下方，该输入框当前填充的内容为myforumtest。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\238_web_f9bf7ee5-1966-4261-bf9e-76202c196a55.png
web_f9bf7ee5-1966-4261-bf9e-76202c196a55.png,create the forum,网页中被红框圈出的输入框，位于页面顶部，紧跟在“Title*”文本的下方，该输入框当前填充的内容为myforumtest。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\239_web_f9bf7ee5-1966-4261-bf9e-76202c196a55.png
web_f680f8e6-e068-4ca9-9be6-2f78c2899e0a.png,input the body of the submission,这是一个用于输入URL的文本输入框，位于“创建提交”表单的顶部，URL标签下方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\240_web_f680f8e6-e068-4ca9-9be6-2f78c2899e0a.png
web_f680f8e6-e068-4ca9-9be6-2f78c2899e0a.png,upload a image for the submission,这是一个用于输入URL的文本输入框，位于“创建提交”表单的顶部，URL标签下方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\241_web_f680f8e6-e068-4ca9-9be6-2f78c2899e0a.png
web_d45c0bb4-1ed8-494e-b099-2063efb1d729.png,switch to dark mode,在页面右上角，用户头像下方弹出的菜单中的第一个选项，文字为“Profile”，右侧有一个人形图标。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\244_web_d45c0bb4-1ed8-494e-b099-2063efb1d729.png
web_48f086db-edfd-43d3-95b8-b2eee50367da.png,check the submissions,提交按钮,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\246_web_48f086db-edfd-43d3-95b8-b2eee50367da.png
web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png,toggle the open external links in the new tab option,红框圈出的是一个下拉菜单，菜单的标签是Time zone，当前显示为America / New York。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\247_web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png
web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png,disable show thumbnails option,红框圈出的是一个下拉菜单，菜单的标签是Time zone，当前显示为America / New York。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\248_web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png
web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png,don't show post previews,红框圈出的是一个下拉菜单，菜单的标签是Time zone，当前显示为America / New York。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\249_web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png
web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png,switch the language,红框圈出的是一个下拉菜单，菜单的标签是Time zone，当前显示为America / New York。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\250_web_6c4e07ff-3589-4a78-99cf-fcf703a33a74.png
web_516f6429-4157-45f8-93a4-db1d525cedb9.png,follow the post,这个红色的叉图标位于一个蓝色的对话框的右上角，对话框里面显示“Click to save this article. You'll be asked to sign into your Forbes account.”，这个叉图标的功能是关闭这个对话框。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\253_web_516f6429-4157-45f8-93a4-db1d525cedb9.png
web_2f3df3a1-d287-4457-91b3-a672d0f72f84.png,share with facebook,分享至Twitter/X的图标按钮。这个图标位于文章正文区域左侧，位于Facebook分享图标下方、LinkedIn分享图标上方。该图标是一个红色的正方形，中间有一个白色的“X”字母。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\255_web_2f3df3a1-d287-4457-91b3-a672d0f72f84.png
web_6f420f7d-e710-428d-99fa-9606adb5f509.png,open the menu,在Forbes网站首页顶部黑色的菜单栏上，订阅按钮位于“Sign In”左边，背景为红色，文字为“Subscribe: Less than $1/week”。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\258_web_6f420f7d-e710-428d-99fa-9606adb5f509.png
web_ff1666cb-81cb-4180-94ee-661a111749e4.png,check the letters,该元素是右侧索引部分，位于页面右侧，在“Biographical Register”下方，和“Gallery”上方，点击后可以查看索引。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\260_web_ff1666cb-81cb-4180-94ee-661a111749e4.png
web_ff1666cb-81cb-4180-94ee-661a111749e4.png,check the index,该元素是右侧索引部分，位于页面右侧，在“Biographical Register”下方，和“Gallery”上方，点击后可以查看索引。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\261_web_ff1666cb-81cb-4180-94ee-661a111749e4.png
web_4e4113f0-12bd-4b49-84c4-88a5bbf7924b.png,check the books on culture,网页导航栏中的一个选项，文本为“TRUE CRIME”，点击后会显示与真实犯罪相关的书籍内容。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\263_web_4e4113f0-12bd-4b49-84c4-88a5bbf7924b.png
web_28c3aef4-8c82-4746-8cfa-3aa747127c97.png,search with the current search query,第三个搜索结果，标题为“Could a phenomenon like the HarryPotter series exist again?”，描述为“Harry Potter series has broken multiple record and is among the most sold books of all time. The 7th book sold ~15 million in 24 hrs. It seems that Harry Potter is a once”。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\268_web_28c3aef4-8c82-4746-8cfa-3aa747127c97.png
web_626e849e-afe2-47c7-8e67-da7331497c25.png,log out my account,红框标注了搜索框右侧的“x”按钮，点击此按钮可以清除当前搜索框中输入的查询内容“harry potter”。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\271_web_626e849e-afe2-47c7-8e67-da7331497c25.png
web_9618f323-7310-4d6e-9c79-a476427ca1ae.png,filter with featured creteria,右上角文字为“Log in”的按钮，点击后会登录我的账户。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\273_web_9618f323-7310-4d6e-9c79-a476427ca1ae.png
web_9618f323-7310-4d6e-9c79-a476427ca1ae.png,check the wiki,右上角文字为“Log in”的按钮，点击后会登录我的账户。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\274_web_9618f323-7310-4d6e-9c79-a476427ca1ae.png
web_d9841866-2ee7-4afd-a77a-8c0e52f6691c.png,close the ad banner,关注元素是位于页面右侧的一系列社交媒体图标中的YouTube图标，图标为白色的播放按钮位于红色的矩形框内。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\278_web_d9841866-2ee7-4afd-a77a-8c0e52f6691c.png
web_d9841866-2ee7-4afd-a77a-8c0e52f6691c.png,search in the website,关注元素是位于页面右侧的一系列社交媒体图标中的YouTube图标，图标为白色的播放按钮位于红色的矩形框内。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\279_web_d9841866-2ee7-4afd-a77a-8c0e52f6691c.png
web_6df9c1d5-2acf-4f59-94d6-2fd9362dd8af.png,follow sadie gurman,网页右上角，与订阅、登录按钮同行的搜索图标。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\283_web_6df9c1d5-2acf-4f59-94d6-2fd9362dd8af.png
web_d977cce9-21cf-4eab-8d17-2aa9a616ba2f.png,pause reading the page,网页中用于调整阅读速度的按钮，位于音频进度条右侧，当前显示为1x。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\285_web_d977cce9-21cf-4eab-8d17-2aa9a616ba2f.png
web_573eb5de-79cc-411a-a984-d7c28d8e5ce3.png,open the menu,位于页面顶部导航栏的 SPORTS 按钮，在 POLITICS 按钮右侧，点击可以查看体育新闻。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\287_web_573eb5de-79cc-411a-a984-d7c28d8e5ce3.png
web_1c75d12a-d93d-4cb2-b179-38009584c282.png,check science news,"红色的Donate按钮位于页面顶部右侧，在“SUPPORT INDEPENDENT, FACT-BASED JOURNALISM”文本的右侧。点击此按钮可以向网站捐款。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\290_web_1c75d12a-d93d-4cb2-b179-38009584c282.png
web_20979acb-d8af-4fa2-becf-ed38f73f5fcb.png,click to search the result,地图右侧的放大按钮，用于放大地图视野。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\292_web_20979acb-d8af-4fa2-becf-ed38f73f5fcb.png
web_ea184924-e155-4745-abaa-1f9d0e870c67.png,sign up,红色的长方形框出的是OpenStreetMap网站地图右侧垂直排列的图标中的第二个，它是一个带减号的按钮，用于缩小地图。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\294_web_ea184924-e155-4745-abaa-1f9d0e870c67.png
web_f2db3d49-18fb-4517-8de8-bd5d73efecb9.png,export the map data,该元素是一个按钮，位于页面右侧，上面有一个箭头图标，点击它可以定位到用户当前的位置。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\296_web_f2db3d49-18fb-4517-8de8-bd5d73efecb9.png
web_f2db3d49-18fb-4517-8de8-bd5d73efecb9.png,locate to my position,该元素是一个按钮，位于页面右侧，上面有一个箭头图标，点击它可以定位到用户当前的位置。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\297_web_f2db3d49-18fb-4517-8de8-bd5d73efecb9.png
web_21f41383-9618-40bf-92a6-df3f7c1fb251.png,check the gps traces,红框圈出的元素是地图右侧工具栏中的一个图标，它是一个堆叠的方块形状，位于放大和缩小按钮、定位按钮的下方。该图标用于调整地图图层。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\299_web_21f41383-9618-40bf-92a6-df3f7c1fb251.png
web_dbd7514b-9ca3-40cd-b09a-990f7b955da1.png,view the result of erie country,搜索结果面板右上角的叉号按钮，点击后可以关闭搜索结果。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\301_web_dbd7514b-9ca3-40cd-b09a-990f7b955da1.png
web_da9f908d-568d-4d65-8587-47870f78f678.png,view more option of edit button,OpenStreetMap页面右上角有多个按钮，其中有一个按钮文本为“Help”，点击该按钮可以查看帮助信息。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\304_web_da9f908d-568d-4d65-8587-47870f78f678.png
web_4b78be88-30cd-401d-8d6d-4ef5a035fbda.png,add a place marker on map,在页面的右上角，GPS Traces和Copyright之间的文本链接，显示为Communities。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\307_web_4b78be88-30cd-401d-8d6d-4ef5a035fbda.png
web_60700bbc-8e31-46b0-9ef0-826647262c68.png,"click the button with ""go""",页面左侧导航规划框中，在搜索目的地和交通方式下方有一个按钮，文字为“Reverse Directions”，作用是反转规划的起始地和目的地。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\310_web_60700bbc-8e31-46b0-9ef0-826647262c68.png
web_60700bbc-8e31-46b0-9ef0-826647262c68.png,reverse directions,页面左侧导航规划框中，在搜索目的地和交通方式下方有一个按钮，文字为“Reverse Directions”，作用是反转规划的起始地和目的地。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\311_web_60700bbc-8e31-46b0-9ef0-826647262c68.png
web_e067ae0f-989b-4e7f-9891-aea5d284a8de.png,check the first listed direction,"页面顶部有Edit, History, Export三个按钮，其中History按钮被红色边框圈出。",C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\312_web_e067ae0f-989b-4e7f-9891-aea5d284a8de.png
web_fa131c38-3d94-4e5a-ba3a-269724d93a30.png,close the location labels on the map,这是一个列表项，内容为“4. Slight left onto Hancock Street (MA 3A) 50m”。它位于“Directions”列表的第4个条目。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\314_web_fa131c38-3d94-4e5a-ba3a-269724d93a30.png
web_daa46aa2-e1ee-4391-9c27-578d5ed73cbc.png,click a button to export licence,导出区域中心上方，文本框中显示“42.3768”的数字。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\316_web_daa46aa2-e1ee-4391-9c27-578d5ed73cbc.png
web_833f9d90-a50c-4f03-9eb6-e740aa811fa0.png,Click the button to inspect map features and view details,图片右下角版权信息中，OpenStreetMap contributors后面的超链接文本“OpenStreetMap France”。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\318_web_833f9d90-a50c-4f03-9eb6-e740aa811fa0.png
web_2345b5ec-6280-470e-9a6d-92a85d8b8873.png,"click the ""starbucks"" located in auburn street",OpenStreetMap网站页面顶部菜单栏中的“User Diaries”链接，点击可以查看用户日记。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\320_web_2345b5ec-6280-470e-9a6d-92a85d8b8873.png
web_c1b9d596-c60c-47e2-a863-ef92324405ef.png,register now,记住我复选框。该复选框位于密码输入框下方，登录按钮上方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\322_web_c1b9d596-c60c-47e2-a863-ef92324405ef.png
web_0558c1f4-c05b-49a8-8479-04b1575779d2.png,check openstreetmap belglum,在“The following communities are formally established as Local Chapters:”这句话下方有一个列表，“OpenStreetMap Belgium”是列表中的第一项，点击它可以查看OpenStreetMap Belgium社区详情。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\324_web_0558c1f4-c05b-49a8-8479-04b1575779d2.png
web_c5db0d44-6584-42e2-85c7-e4802276bad0.png,edit note,地图中心附近带加号的橙色标记，代表新添加的笔记点。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\325_web_c5db0d44-6584-42e2-85c7-e4802276bad0.png
web_c5db0d44-6584-42e2-85c7-e4802276bad0.png,add note,地图中心附近带加号的橙色标记，代表新添加的笔记点。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\326_web_c5db0d44-6584-42e2-85c7-e4802276bad0.png
web_c5db0d44-6584-42e2-85c7-e4802276bad0.png,Click on the marker already added to the map,地图中心附近带加号的橙色标记，代表新添加的笔记点。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\327_web_c5db0d44-6584-42e2-85c7-e4802276bad0.png
web_e0425287-c246-4122-a26e-6e0ca5958d4e.png,select the html as share format,这是一个下拉选择框，标签为Format。选中红框中的PNG选项表示选择PNG图片格式。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\329_web_e0425287-c246-4122-a26e-6e0ca5958d4e.png
web_e0425287-c246-4122-a26e-6e0ca5958d4e.png,check geo uri link,这是一个下拉选择框，标签为Format。选中红框中的PNG选项表示选择PNG图片格式。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\330_web_e0425287-c246-4122-a26e-6e0ca5958d4e.png
web_40de46fb-69c0-4de1-b4c6-9349c812450e.png,view the english wiki,这是一个下拉菜单，用于选择搜索语言。它位于搜索框的右侧，默认显示“EN”并带有向下箭头图标。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\333_web_40de46fb-69c0-4de1-b4c6-9349c812450e.png
web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png,read wikipedia in my language,红框中的元素是Wikidata，它是一个免费知识库。它位于维基新闻的右侧，以及媒体维基的上方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\335_web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png
web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png,download wikipedia app in google play store,红框中的元素是Wikidata，它是一个免费知识库。它位于维基新闻的右侧，以及媒体维基的上方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\336_web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png
web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png,download in apple app store,红框中的元素是Wikidata，它是一个免费知识库。它位于维基新闻的右侧，以及媒体维基的上方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\337_web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png
web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png,look into wikidata,红框中的元素是Wikidata，它是一个免费知识库。它位于维基新闻的右侧，以及媒体维基的上方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\338_web_c6e1ac03-ebaf-4ebe-8fb2-5d6f8769f385.png
web_467ae916-9a16-4517-85cc-f439c79e8c44.png,support with a donation,位于搜索框右侧的搜索按钮，形状为放大镜图标，点击该按钮可以执行搜索操作。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\339_web_467ae916-9a16-4517-85cc-f439c79e8c44.png
web_df166734-1f33-4e1d-887f-292ee9c21502.png,check wikipedia,图片左侧列表中的Français（法语），位于俄语Русский下方。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\341_web_df166734-1f33-4e1d-887f-292ee9c21502.png
web_7777a073-0358-46a8-babb-60c07c7bb17d.png,switch to discussion,文本'Coined by Arthur Samuel in 1959'旁边的上标数字'1'，点击它可以跳转到对应的参考文献。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\344_web_7777a073-0358-46a8-babb-60c07c7bb17d.png
web_77e68e05-bbe4-4f54-96fa-79f714c17505.png,check language setting,在“Hyponyms”标题下方，用红框标出的链接文本为“deep learning”。,C:\Users\27173\Desktop\vision_benchmark_test\bad_case_img\346_web_77e68e05-bbe4-4f54-96fa-79f714c17505.png
